City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
912,Maragogi,BR,81.52,overcast clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
913,Te Anau,NZ,59.61,scattered clouds,-45.4167,167.7167,Kingsgate Hotel Te Anau
914,Pacasmayo,PE,74.7,overcast clouds,-7.4006,-79.5714,El Sol de Pacasmayo Hotel
915,Pecos,US,64.06,clear sky,31.4229,-103.4932,Knights Inn & Suites Pecos
916,Limpapa,PH,75.52,broken clouds,7.1197,121.9106,The Ranch ZC
917,Catalina,US,65.17,clear sky,32.5056,-110.9211,Miraval Arizona Resort & Spa
918,Saurimo,AO,65.44,light rain,-9.6608,20.3916,Hotel Kawissa Saurimo
919,Platanos,GR,47.08,broken clouds,37.6667,21.6167,Hotel Kronio
920,Dalbandin,PK,57.07,clear sky,28.8947,64.4101,Gidaan Guest House
922,Kulhudhuffushi,MV,80.92,scattered clouds,6.6221,73.07,Haajy Guest House 1
923,Basar,IN,43.12,scattered clouds,27.9833,94.6667,Dolma Group of Hotels
924,Ilula,TZ,64.27,moderate rain,-7.6766,36.0366,FM Lodge
925,Artesia,US,75.99,clear sky,33.8658,-118.0831,Days Inn & Suites by Wyndham Artesia
926,Banda Aceh,ID,76.37,broken clouds,5.5577,95.3222,Sulthan Hotel International
927,Faya,SA,57.31,few clouds,18.3851,42.4509,املاك خالد الشعشوع
929,Payakumbuh,ID,69.51,overcast clouds,-0.2202,100.6308,Dalimo Homestay
930,Weligama,LK,75.72,few clouds,5.9667,80.4167,Weligama Bay Resort
932,Itacoatiara,BR,74.97,overcast clouds,-3.1431,-58.4442,BBB Rooms Centro Itacoatiara AM
933,Pedernales,DO,79.16,scattered clouds,18.0384,-71.744,Hotel Costa Marina
934,Damascus,SY,44.35,overcast clouds,33.5102,36.2913,Sheraton Hotel
935,Reo,BF,79.59,few clouds,12.3167,-2.4667,Hôtel Deogratias
936,Winslow,US,48.96,overcast clouds,35.0242,-110.6974,Best Western Plus Winslow Inn
937,Saint Stephen,GB,50.27,broken clouds,50.3333,-4.9,4 stepaside corner
938,Jaisalmer,IN,64.18,clear sky,26.9147,70.9181,Hotel Fifu
939,Nelson Bay,AU,73.0,broken clouds,-32.7167,152.15,Mantra Nelson Bay
940,Tondano,ID,68.09,overcast clouds,1.3038,124.9112,Villa Bella
941,Booue,GA,78.08,overcast clouds,-0.0921,11.9385,Splendeur de l'équateur
942,Hindaun,IN,56.68,clear sky,26.7167,77.0167,Shri Ganesham Resort and Water Park
943,Khash,IR,50.68,clear sky,28.2211,61.2158,خوابگاه آبجی محدثه
944,Praya,CV,70.34,broken clouds,14.9215,-23.5087,LT Aparthotel
945,Miles City,US,46.51,overcast clouds,46.4083,-105.8406,FairBridge Inn & Suites Miles City
946,Hilton Head Island,US,56.05,clear sky,32.2163,-80.7526,Disney’s Hilton Head Island Resort
947,Mangan,IN,50.18,overcast clouds,27.5167,88.5333,Hotel Mout View
948,Calama,CL,70.97,clear sky,-22.4667,-68.9333,Diego De Almagro Calama
949,Dabra,IN,57.2,clear sky,25.9,78.3333,Pankaj Sharma House
950,Ondjiva,AO,69.19,overcast clouds,-17.0667,15.7333,COMBUESA
951,Magdiwang,PH,78.51,broken clouds,12.491,122.5135,Sanctuary Garden Resort
953,Jeremie,HT,77.05,broken clouds,18.65,-74.1167,Auberge’Inn
954,Sinnamary,GF,78.67,scattered clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
955,Hellin,ES,46.18,clear sky,38.5106,-1.701,Hotel Restaurante Reina Victoria
956,Mettur,IN,73.31,clear sky,11.8,77.8,Hotel Akash Residency
957,Fare,PF,80.08,broken clouds,-16.7,-151.0167,Maitai Lapita Village Huahine
958,North Myrtle Beach,US,51.22,clear sky,33.816,-78.68,Avista Resort
959,Paris,FR,45.14,overcast clouds,48.8534,2.3488,Hôtel Britannique - Paris Centre
960,Iralaya,HN,78.89,scattered clouds,15.0,-83.2333,Iglesia morava renovada
961,Peniche,PT,58.62,few clouds,39.3558,-9.3811,Hotel Star inn Peniche
962,Pandan,PH,76.64,few clouds,14.0453,124.1694,Bonifacio Lodge
963,Sechura,PE,80.85,broken clouds,-5.5569,-80.8222,Hospedaje Costa Bella
964,Neka,IR,45.82,clear sky,36.6508,53.299,گالری گل وندا
965,Saint-Paul,RE,78.91,scattered clouds,-21.0096,55.2707,Boucan Canot
967,Taltal,CL,68.34,scattered clouds,-25.4,-70.4833,Residencial Karime
968,Mahibadhoo,MV,82.24,overcast clouds,3.7833,72.9667,Omadhoo Inn
969,Sola,VU,80.1,moderate rain,-13.8833,167.55,Leumerus Bungalows
970,Mecca,SA,68.85,overcast clouds,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
971,Bignona,SN,84.24,broken clouds,12.8103,-16.2264,Hôtel Palmier
972,Eresos,GR,45.91,clear sky,39.1667,25.9333,Studio Aspa
973,Vila,PT,42.93,clear sky,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
974,Morwa,IN,61.72,clear sky,22.9,73.8333,mahakali maa hotel
975,Omboue,GA,78.91,overcast clouds,-1.5746,9.2618,Hotel Olako
976,Sao Felix Do Xingu,BR,74.44,light rain,-6.6447,-51.995,Rio Xingu Camping
977,Zihuatanejo,MX,84.94,clear sky,17.6333,-101.55,La Casa Que Canta
978,Qurayyat,SA,44.78,clear sky,31.3318,37.3428,Resorts Kandel
979,Gainesville,US,58.78,clear sky,29.6516,-82.3248,"Holiday Inn Gainesville-University Ctr, an IHG Hotel"
980,Alyangula,AU,80.47,scattered clouds,-13.8483,136.4192,Groote Eylandt Lodge
981,Mega,ET,64.63,scattered clouds,4.05,38.3,Amanuel Guest House
982,Weston,US,64.02,clear sky,26.1004,-80.3998,Courtyard by Marriott Fort Lauderdale Weston
983,Meadow Lake,US,49.41,overcast clouds,34.8014,-106.5436,TumbleWeed RV Park
984,Buta,CD,72.52,overcast clouds,2.7858,24.73,HOTEL BISO NA BISO
985,Turayf,SA,44.85,clear sky,31.6725,38.6637,Turaif
988,Hoddesdon,GB,44.51,overcast clouds,51.7615,-0.0114,Roydon Marina Village
989,Coxim,BR,76.08,overcast clouds,-18.5067,-54.76,Hotel Avenida
990,Pontianak,ID,75.18,mist,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
991,Osorno,CL,69.26,scattered clouds,-40.5667,-73.15,Sonesta Hotel Osorno
992,Turan,VN,69.78,broken clouds,16.0678,108.2208,Sun River Hotel
994,Praia Da Vitoria,PT,59.25,broken clouds,38.7333,-27.0667,Hotel Branco I
995,Sayyan,YE,54.05,broken clouds,15.1718,44.3244,ملاطف ابوحورية
996,Ahuimanu,US,78.46,scattered clouds,21.4447,-157.8378,Paradise Bay Resort
998,Abu Kamal,SY,47.79,few clouds,34.4506,40.9171,محطة التلفاز
999,Ipua,BR,74.44,moderate rain,-20.4381,-48.0122,Hotel e Restaurante M. Martins
1000,Waddan,LY,48.25,clear sky,29.1614,16.139,محل الشريف محمد العايب
1001,Tocopilla,CL,70.02,clear sky,-22.092,-70.1979,Hotel Galvarino
1002,Bereda,ES,44.87,few clouds,43.2686,-7.5406,Pazo de Verdes
1003,Sungaipenuh,ID,64.78,heavy intensity rain,-2.0833,101.3833,penginapan citra alam
1004,Oranjestad,AW,78.24,scattered clouds,12.524,-70.027,Divi Village Golf & Beach Resort
1005,Vila Franca Do Campo,PT,56.19,broken clouds,37.7167,-25.4333,Pestana Bahia Praia
1007,Karratha,AU,82.08,broken clouds,-20.7377,116.8463,ibis Styles Karratha
1008,Cervo,ES,46.96,scattered clouds,43.6702,-7.4101,Hotel Spa Galatea
1009,Gazanjyk,TM,42.53,broken clouds,39.2446,55.5154,Railway motel
1010,Buchanan,LR,82.36,overcast clouds,5.8808,-10.0467,Kamaneahn Hotel Inc
1011,Gouyave,GD,77.43,broken clouds,12.1646,-61.7296,Rumboat Retreat
1012,Naraina,IN,53.74,clear sky,26.7833,75.2,Acharya Shri Jayant Satsang Bhavan
1013,Valle De Allende,MX,70.74,scattered clouds,26.9333,-105.4,Hotel Meson de San Bartolome
1014,Praia,CV,70.34,broken clouds,14.9215,-23.5087,LT Aparthotel
1015,Innisfail,AU,73.35,overcast clouds,-17.5333,146.0333,Moondarra Motel
1017,Pathein,MM,65.86,scattered clouds,16.7833,94.7333,New Pammawaddy Hotel
1018,Zemio,CF,73.72,overcast clouds,5.0314,25.1361,OCHA Office
1019,Pundri,IN,50.5,clear sky,29.75,76.55,गर्ग फार्मेसी
1020,Autazes,BR,79.52,overcast clouds,-3.5797,-59.1306,Hotel Tupinambá
1021,Dingle,PH,74.79,broken clouds,10.9995,122.6711,SEGAYA PROPERTY
1022,Phan Thiet,VN,73.94,overcast clouds,10.9333,108.1,Hotel Saigon-PT
1023,Palasa,IN,63.9,clear sky,18.7667,84.4167,Balaji tifen & meals veg & non veg hotel
1024,Pacifica,US,63.57,broken clouds,37.6138,-122.4869,"Pacifica Lighthouse, Trademark Collection by Wyndham"
1025,Putina,PE,50.05,overcast clouds,-15.4667,-69.4333,Hotel Isla Suasi
1026,Sampit,ID,73.83,overcast clouds,-2.5333,112.95,Aquarius Boutique Hotel Sampit
1027,Sikandra,IN,54.59,clear sky,26.3667,79.65,Rahi Hotel
1028,Lamu,KE,79.02,overcast clouds,-2.2717,40.902,Lamu House
1029,Felanitx,ES,52.45,clear sky,39.4696,3.1483,Petit Hotel Hostatgeria Sant Salvador
1030,Bogande,BF,76.8,clear sky,12.9714,-0.1436,Auberge Wendkouni
1031,Oberwart,AT,44.78,clear sky,47.2897,16.206,Gästewohnung Ida
1034,Kupang,ID,80.06,overcast clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
1036,Santa Luzia,BR,75.06,overcast clouds,-19.7697,-43.8514,Pousada Chao Earth
1037,Hagere Hiywet,ET,58.23,clear sky,8.9833,37.85,Hot Springs Resort
1038,Great Yarmouth,GB,43.95,overcast clouds,52.6083,1.7305,Comfort Hotel Great Yarmouth
1039,Kalawit,PH,77.0,broken clouds,8.0667,122.5167,Ompoy Pension House
1040,Paraiso,CR,79.16,scattered clouds,9.8383,-83.8656,Hotel Rinconcito Verde
1041,Oussouye,SN,74.17,overcast clouds,12.485,-16.5469,Auberge du Routard
1042,Llata,PE,61.14,moderate rain,-9.4167,-76.7833,Hospedaje Familia Collazos Espinoza
1043,Maxixe,MZ,74.19,overcast clouds,-23.8597,35.3472,Oceano
1044,Hurghada,EG,58.6,overcast clouds,27.2574,33.8129,Sea Star Beau Rivage Hotel
1045,Florida,US,59.04,clear sky,28.7505,-82.5001,Sportsmens Cove
1046,Bardiyah,LY,56.8,overcast clouds,31.7561,25.0865,بورتو بردية
1048,Angoche,MZ,78.21,few clouds,-16.2325,39.9086,Guest House HESADA
1049,Manama,BH,62.58,clear sky,26.2154,50.5832,Al Safir Hotel
1050,Karaton,ID,75.36,overcast clouds,-6.3424,106.1045,Parkir Mobil Wisata CAS Water Park
1052,Gurun,MY,82.72,broken clouds,5.8172,100.4738,The Jerai Hill Resort
1053,Siniscola,IT,49.55,broken clouds,40.5719,9.6922,Hotel Sa Tanca E Bore
1054,Punta Alta,AR,68.41,scattered clouds,-38.8759,-62.0736,Center Hotel Punta Alta
1055,Grajau,BR,79.11,scattered clouds,-5.8194,-46.1386,Hotel Confiança
1056,Kibala,TD,78.19,broken clouds,9.1104,18.3463,hotel safari
1057,Birin,NP,40.69,clear sky,26.8865,88.0718,Sangam hotel and lodge
1058,Show Low,US,45.09,overcast clouds,34.2542,-110.0298,Hampton Inn & Suites Show Low-Pinetop
1059,Soure,BR,77.56,moderate rain,-0.7167,-48.5233,Casarão da Amazônia
1060,Iracoubo,GF,79.29,scattered clouds,5.4802,-53.2011,Le Gîte d’Iracoubo
1061,Rapid Valley,US,59.32,clear sky,44.0625,-103.1463,Fairfield Inn & Suites by Marriott Rapid City
1062,San Francisco,US,62.71,clear sky,37.7749,-122.4194,The Clift Royal Sonesta Hotel
1063,Lashio,MM,45.91,clear sky,22.9333,97.75,Hotel CF Lashio - Burmese Only
1064,Ermelo,ZA,58.68,overcast clouds,-26.5333,29.9833,Zemira Guesthouse
1065,Majene,ID,77.47,overcast clouds,-3.5403,118.9707,Kost Putri RABBANI
1066,Bambanglipuro,ID,62.6,overcast clouds,-7.95,110.2833,Puri Brata
1067,Kathmandu,NP,44.82,scattered clouds,27.7167,85.3167,Hotel Shanker Kathmandu
1068,Daru,PG,75.6,light rain,-9.0763,143.2092,Daru Lodge
1069,Katherine,AU,79.12,overcast clouds,-14.4667,132.2667,Pine Tree Motel
1070,Eureka,US,58.12,overcast clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
1071,Estelle,US,68.05,clear sky,29.8458,-90.1067,Boomtown Casino & Hotel New Orleans
1072,Zhongshu,CN,41.52,overcast clouds,24.5167,103.7667,Xintianlong Hotel
1073,Plouzane,FR,48.52,broken clouds,48.3833,-4.6167,Lymina
1074,Eyl,SO,74.91,overcast clouds,7.9803,49.8164,Amiin Hotel
1075,Ilhabela,BR,73.94,moderate rain,-23.7781,-45.3581,Ilha Flat Hotel
1076,Padang,ID,75.25,overcast clouds,-0.9492,100.3543,Mercure Padang
1077,Guamuchil,MX,84.79,few clouds,25.4667,-108.1,Hotel Heredia
1078,Manokwari,ID,77.18,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
1079,Forbes,AU,71.92,clear sky,-33.3833,148.0167,Lake Forbes Motel
1080,Sao Lourenco Do Sul,BR,80.65,scattered clouds,-31.3653,-51.9783,Hotel Pousada Verde Água
1081,Grafenhainichen,DE,41.61,overcast clouds,51.7333,12.45,Hotel Gröbern am See UG
1082,Barreiras,BR,76.3,overcast clouds,-12.1528,-44.99,Príncipe Hotel
1083,Cap Malheureux,MU,80.47,overcast clouds,-19.9842,57.6142,Pereybere Hotel & Spa
1084,Coos Bay,US,54.14,overcast clouds,43.3665,-124.2179,Best Western Holiday Hotel
1085,Santa Vitoria Do Palmar,BR,79.0,few clouds,-33.5189,-53.3681,Hostel Comodoro
1086,Eydhafushi,MV,81.28,scattered clouds,5.1033,73.0708,Soneva Fushi
1087,Muisne,EC,82.51,overcast clouds,0.6,-80.0333,Quinta Samay
1088,Mayumba,GA,78.03,overcast clouds,-3.432,10.6554,LIKWALE LODGE
1089,Shawnee,US,49.57,clear sky,39.05,-95.7669,Fairfield Inn by Marriott Topeka
1090,Lubumbashi,CD,63.57,overcast clouds,-11.6609,27.4794,Glo Flats
1091,Luorong,CN,43.36,overcast clouds,24.4058,109.6086,荣立大酒店
1092,Monrovia,LR,82.17,scattered clouds,6.3005,-10.7969,Sunset Inn
1093,Harlingen,US,71.56,overcast clouds,26.1906,-97.6961,Courtyard by Marriott Harlingen
1094,Bentiu,SS,77.11,overcast clouds,9.2333,29.8333,Mandela hôtel
1095,Los Angeles,US,75.87,clear sky,34.0522,-118.2437,Kawada Hotel
1096,Junction City,US,51.4,clear sky,39.0286,-96.8314,Comfort Inn & Suites Junction City - Near Fort Riley
1097,Palu,ID,75.7,heavy intensity rain,-0.8917,119.8707,Hotel Santika Palu
1098,Donghai,CN,52.95,overcast clouds,22.9459,115.642,Huacheng Restaurant
1099,Bafq,IR,46.8,scattered clouds,31.6128,55.4107,Alamdar Hotel
1101,Kencong,ID,75.63,overcast clouds,-8.2833,113.3667,GUBUK SUGIANTO
1102,Ayorou,NE,75.6,clear sky,14.7308,0.9174,Hotel Amenokal
1103,Cabedelo,BR,84.87,broken clouds,-6.9811,-34.8339,Hotel Pigalle
1105,Kattivakkam,IN,79.07,clear sky,13.2167,80.3167,Euronova Freezer
1106,Penzance,GB,51.01,broken clouds,50.1186,-5.5371,Artist Residence Penzance
1108,Tibagi,BR,66.81,overcast clouds,-24.5094,-50.4136,Far View Inn
1109,Cockburn Town,TC,75.16,broken clouds,21.4612,-71.1419,Osprey Beach Hotel
1110,Gidole,ET,64.29,overcast clouds,5.65,37.3667,Shallom mekaneyesus church
1111,Dhidhdhoo,MV,81.09,scattered clouds,6.8833,73.1,Dhidhoo beach
1112,Oistins,BB,80.69,scattered clouds,13.0667,-59.5333,Butterfly Beach Hotel
1113,Skibbereen,IE,46.2,overcast clouds,51.55,-9.2667,The West Cork Hotel
1114,Palaikastron,GR,51.75,clear sky,35.2,26.25,Marina Village
1115,Marienburg,PL,41.95,overcast clouds,54.0359,19.0266,Hotel Centrum Malbork
1116,Kaeo,NZ,71.33,overcast clouds,-35.1,173.7833,Bushido Lodge
1117,Cantagalo,BR,77.25,moderate rain,-21.9811,-42.3681,Pousada Recanto do Sabiá
1118,Pyinmana,MM,56.46,clear sky,19.7333,96.2167,Anh Mai Daung
1119,Sooke,CA,48.16,light rain,48.3746,-123.7276,Sooke Harbour House Hotel & Resort
1120,Tulum,MX,74.93,broken clouds,20.2167,-87.4667,Kin Ha Tulum
1121,Mount Pleasant,US,53.19,clear sky,32.7941,-79.8626,Best Western Patriots Point
1122,Ormara,PK,72.41,clear sky,25.2088,64.6357,Crystal Beach and Camping Resort Ormara
1123,Ambon,ID,78.94,scattered clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
1125,Torres,BR,71.83,broken clouds,-29.3353,-49.7269,Farol Hotel
1126,Sonari,IN,54.46,clear sky,27.0667,95.0333,Hotel Green View
1127,Taos,US,43.21,clear sky,36.4072,-105.5731,El Monte Sagrado
1128,Chake Chake,TZ,78.22,overcast clouds,-5.2459,39.7666,Hotel Archipelago
1129,Nagykanizsa,HU,41.11,clear sky,46.4535,16.991,Hotel Vineyard Inn - Vineyard
1130,Anori,BR,81.57,overcast clouds,-3.7728,-61.6442,Novo Hotel 5 Irmãos
1132,Mandera,KE,83.19,overcast clouds,3.9366,41.867,Mwalimu Guest mandera
1133,Huarmey,PE,73.6,overcast clouds,-10.0681,-78.1522,Hotel Miramar
1134,Del Rio,US,71.71,clear sky,29.3627,-100.8968,"Holiday Inn Express & Suites del Rio, an IHG Hotel"
1135,Rockhampton,AU,73.29,scattered clouds,-23.3833,150.5,Mercure Rockhampton
1136,Bien Hoa,VN,76.98,few clouds,10.95,106.8167,OYO 991 Duy Anh Hotel
1137,Kisangani,CD,74.79,overcast clouds,0.5167,25.2,Grand Ramela Hotel
1138,Morondava,MG,82.6,scattered clouds,-20.2833,44.2833,La Case Bambou
1139,Ajdabiya,LY,55.8,overcast clouds,30.7554,20.2263,Almadina Hotel
1140,Doha,QA,64.38,clear sky,25.2867,51.5333,Movenpick Hotel Doha
1141,Sikonge,TZ,66.0,light rain,-5.6333,32.7667,Pretoria 2 Lodge
1142,Cumberland,US,49.01,clear sky,35.0502,-78.8664,American Eagle Inn
1143,Djambala,CG,72.52,overcast clouds,-2.5447,14.7533,Hotel Ravin D'or
1144,Odweyne,SO,62.64,few clouds,9.4092,45.064,Eng Hiirey House
1145,Colares,PT,58.89,clear sky,38.7992,-9.4469,Arribas Sintra Hotel
1146,Bonthe,SL,79.54,clear sky,7.5264,-12.505,Bonthe Holiday Village
1147,Taunggyi,MM,44.58,clear sky,20.7833,97.0333,True Treasure Hotel
1148,Labuhan,ID,77.68,overcast clouds,-6.8844,112.2051,DoubleFAG
1149,Basoko,CD,77.2,broken clouds,1.2391,23.616,Jackyna Hotel
1150,Sa Kaeo,TH,75.92,clear sky,13.75,102.3333,บ้านร่มฉัตร รีสอร์ท
1151,Ivanovice Na Hane,CZ,41.23,few clouds,49.3054,17.0934,Penzion U Grmelů
1152,Miram Shah,PK,49.42,clear sky,33.0086,70.0697,Bachelor Hostel
1153,Makarska,HR,48.34,clear sky,43.2969,17.0178,Hotel Park Makarska
1154,Carballo,ES,49.51,clear sky,43.213,-8.691,Pazo do Souto
1155,Tarsus,TR,48.07,overcast clouds,36.9188,34.8784,Osmanli Marco Pasha Hotel
1156,Sukhumi,GE,40.42,overcast clouds,43.0033,41.0153,Ritsa Hotel
1157,Riyadh,SA,59.14,clear sky,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
1158,Diu,IN,65.53,clear sky,20.7141,70.9822,Hotel Relax Inn
1160,Madang,PG,75.0,overcast clouds,-5.2246,145.7966,Comfort Inn Hotel
1161,Bhavani,IN,72.99,clear sky,11.45,77.6833,Paviesh Park
1162,Gillette,US,50.92,clear sky,44.2911,-105.5022,National 9 Inn - Gillette WY
1163,Ahipara,NZ,67.03,overcast clouds,-35.1667,173.1667,Ahipara Holiday Park
1164,Rangpur,BD,60.04,clear sky,25.75,89.25,Hotel Shah Amanat
1165,Darnah,LY,55.81,overcast clouds,32.767,22.6367,فندق الفردوس
1166,Fuente Palmera,ES,58.23,scattered clouds,37.7049,-5.0996,CASA RURAL ECUESTRE
1167,Santuario,CO,74.91,scattered clouds,6.1383,-75.2642,florentinos
1169,Chiang Khong,TH,57.02,clear sky,20.2613,100.4046,Chiangkhong Green Inn Resident
1170,Foumban,CM,70.75,broken clouds,5.7291,10.9001,Hotel Pekassa De Karche
1171,Tullow,IE,46.24,overcast clouds,52.8003,-6.7369,Mount Wolseley Hotel Spa & Golf Resort
1172,Morant Bay,JM,74.66,broken clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
1173,Watsa,CD,69.64,overcast clouds,3.0372,29.5355,Hôtel Le Pacifique
1174,Sao Miguel Do Araguaia,BR,74.8,heavy intensity rain,-13.275,-50.1628,Hotel Executivo Palace
1175,Horta,PT,58.64,scattered clouds,38.5333,-28.6333,Hotel do Canal | Horta - Faial
1176,Rurrenabaque,BO,84.88,overcast clouds,-14.4413,-67.5278,Casa de Campo
1177,Abong Mbang,CM,72.55,overcast clouds,3.9833,13.1833,Auberge Angle Sur
1178,Nador,MA,55.65,clear sky,35.174,-2.9287,Hôtel La Giralda
1179,Alta Floresta,BR,72.81,overcast clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
1180,Padilla,CO,78.8,overcast clouds,3.2204,-76.3139,La Granadina
1182,Cedral,MX,69.48,clear sky,23.8,-100.7333,Hotel Rocio
1184,Valparaiso,CL,75.43,clear sky,-33.0393,-71.6273,Hotel Ultramar
1185,Neftcala,AZ,45.37,overcast clouds,39.3742,49.2472,Otel restoran
1186,Zachary,US,68.72,clear sky,30.6485,-91.1565,"Holiday Inn Express & Suites Baton Rouge North, an IHG Hotel"
1187,Mattru,SL,78.69,clear sky,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
1188,Pyu,MM,58.01,few clouds,18.4833,96.4333,Mr Bo Bo
1189,Santa Maria Del Oro,MX,73.87,broken clouds,25.9333,-105.3667,Hotel Palacio Del Sol
1190,Mabaruma,GY,83.05,scattered clouds,8.2,-59.7833,Monty Brooms Guest House
1191,Longhua,CN,45.5,broken clouds,23.6137,114.1919,Huadu Hotel
1192,Bontang,ID,77.63,overcast clouds,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
1193,Warrnambool,AU,65.8,overcast clouds,-38.3833,142.4833,Lady Bay Resort
1194,Ha Tinh,VN,62.98,overcast clouds,18.3333,105.9,Phú Quý
1195,Bac Lieu,VN,75.43,overcast clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
1196,Lima,PE,75.9,light rain,-12.0432,-77.0282,Gran Hotel Bolivar Lima
1197,Kochi,IN,75.18,clear sky,9.9399,76.2602,Hotel Abad
1198,Basco,PH,71.11,overcast clouds,20.4487,121.9702,Nathaniel's Lodge
1199,Loanda,AO,78.58,overcast clouds,-8.8368,13.2343,Hotel Fórum
1200,Rossano,IT,41.58,clear sky,39.5751,16.6349,Hotel Scigliano
1201,Leua,SK,42.12,overcast clouds,48.2156,18.6071,Business Hotel ASTRUM Laus
1202,Anuradhapura,LK,71.83,light rain,8.3565,80.4173,Nilketha Villa Eco Hotel
1204,Narrabri,AU,68.52,few clouds,-30.3167,149.7833,Crossroads Hotel
1205,Hidrolandia,BR,75.15,overcast clouds,-4.4081,-40.4378,Camping Pedra do Tatu - Fazenda Alves
1206,San Carlos De Bariloche,AR,61.25,few clouds,-41.1456,-71.3082,Hotel Patagonia
1207,Cacu,BR,70.77,overcast clouds,-18.5567,-51.1308,Império Hotel
1208,Houma,US,66.99,clear sky,29.5958,-90.7195,Courtyard by Marriott Houma
1209,Maues,BR,74.71,overcast clouds,-3.3836,-57.7186,Hotel Miramar
1211,Mildura,AU,74.32,clear sky,-34.2,142.15,Mercure Hotel Mildura
1212,Kemise,ET,64.24,clear sky,10.7167,39.8667,Hussen Endris
1213,Gondar,ET,59.0,broken clouds,12.6,37.4667,L Shape Hotel
1214,Carutapera,BR,74.93,heavy intensity rain,-1.195,-46.02,Lidera
1215,Abu Dhabi,AE,68.02,clear sky,24.4667,54.3667,Ramee Garden Hotel Apartments
1216,Tabou,CI,80.22,scattered clouds,4.423,-7.3528,hotêl doufoulougou
1217,Tecoanapa,MX,84.16,clear sky,16.5167,-98.75,Hotel Manglares
1218,Townsville,AU,76.08,clear sky,-19.25,146.8,Rydges Southbank Townsville
1219,Gudari,IN,59.32,clear sky,19.35,83.7833,Hotel maa majhigouri
1220,Port Antonio,JM,82.31,broken clouds,18.18,-76.4612,The Trident Hotel
1221,Addanki,IN,68.36,clear sky,15.8167,79.9833,A Home
1222,Cururupu,BR,76.71,light rain,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
1223,Tartus,SY,51.42,overcast clouds,34.889,35.8866,خيمة نبراس للاجئين
1224,North Platte,US,58.06,clear sky,41.1239,-100.7654,"Holiday Inn Express & Suites North Platte, an IHG Hotel"
1225,Naliya,IN,67.35,clear sky,23.2667,68.8333,jadeja jayendrasinh
1226,Aranda De Duero,ES,41.92,clear sky,41.6704,-3.6892,Hotel Villa de Aranda
1227,Pandharpur,IN,71.13,clear sky,17.6667,75.3333,Pandharinath Lodge and Restaurant
1228,Nkhata Bay,MW,72.41,light rain,-11.6066,34.2907,Mayoka Village
1229,Moranbah,AU,71.56,broken clouds,-22.0016,148.0466,Direct Hotels - Monterey Moranbah
